;ASS_ASSIGNMENT;DATE;WEEK_END;DAY_WE_DS;DAY_OFF;CSPL_RECEIVED_CALLS;YEAR;MONTH;DAY;HOUR
982382;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;01:0
982383;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;01:3
982384;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;02:0
982385;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;02:3
982386;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;03:0
982387;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;03:3
982388;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;04:0
982389;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;04:3
982390;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;05:0
982391;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;05:3
982392;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;06:0
982393;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;06:3
982394;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;07:0
982395;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;07:3
982396;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;08:0
982397;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;08:3
982398;Téléphonie;02/01/2011;1;Dimanche;0;1;2011;01;02;09:0
982399;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;09:3
982400;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;10:0
982401;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;10:3
982402;Téléphonie;02/01/2011;1;Dimanche;0;1;2011;01;02;11:0
982403;Téléphonie;02/01/2011;1;Dimanche;0;2;2011;01;02;11:3
982404;Téléphonie;02/01/2011;1;Dimanche;0;1;2011;01;02;12:0
982405;Téléphonie;02/01/2011;1;Dimanche;0;3;2011;01;02;12:3
982406;Téléphonie;02/01/2011;1;Dimanche;0;3;2011;01;02;13:0
982407;Téléphonie;02/01/2011;1;Dimanche;0;3;2011;01;02;13:3
982408;Téléphonie;02/01/2011;1;Dimanche;0;2;2011;01;02;14:0
982409;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;14:3
982410;Téléphonie;02/01/2011;1;Dimanche;0;2;2011;01;02;15:0
982411;Téléphonie;02/01/2011;1;Dimanche;0;1;2011;01;02;15:3
982412;Téléphonie;02/01/2011;1;Dimanche;0;2;2011;01;02;16:0
982413;Téléphonie;02/01/2011;1;Dimanche;0;1;2011;01;02;16:3
982414;Téléphonie;02/01/2011;1;Dimanche;0;2;2011;01;02;17:0
982415;Téléphonie;02/01/2011;1;Dimanche;0;1;2011;01;02;17:3
982416;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;18:0
982417;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;18:3
982418;Téléphonie;02/01/2011;1;Dimanche;0;2;2011;01;02;19:0
982419;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;19:3
982420;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;20:0
982421;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;20:3
982422;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;21:0
982423;Téléphonie;02/01/2011;1;Dimanche;0;1;2011;01;02;21:3
982424;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;22:0
982425;Téléphonie;02/01/2011;1;Dimanche;0;0;2011;01;02;22:3
982426;Téléphonie;02/01/2011;1;Dimanche;0;2;2011;01;02;23:0
982427;Téléphonie;02/01/2011;1;Dimanche;0;1;2011;01;02;23:3
982428;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;00:0
982429;Téléphonie;03/01/2011;0;Lundi;0;1;2011;01;03;00:3
982430;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;01:0
982431;Téléphonie;03/01/2011;0;Lundi;0;1;2011;01;03;01:3
982432;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;02:0
982433;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;02:3
982434;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;03:0
982435;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;03:3
982436;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;04:0
982437;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;04:3
982438;Téléphonie;03/01/2011;0;Lundi;0;1;2011;01;03;05:0
982439;Téléphonie;03/01/2011;0;Lundi;0;2;2011;01;03;05:3
982440;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;06:0
982441;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;06:3
982442;Téléphonie;03/01/2011;0;Lundi;0;4;2011;01;03;07:0
982443;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;07:3
982444;Téléphonie;03/01/2011;0;Lundi;0;4;2011;01;03;08:0
982445;Téléphonie;03/01/2011;0;Lundi;0;5;2011;01;03;08:3
982446;Téléphonie;03/01/2011;0;Lundi;0;7;2011;01;03;09:0
982447;Téléphonie;03/01/2011;0;Lundi;0;7;2011;01;03;09:3
982448;Téléphonie;03/01/2011;0;Lundi;0;5;2011;01;03;10:0
982449;Téléphonie;03/01/2011;0;Lundi;0;3;2011;01;03;10:3
982450;Téléphonie;03/01/2011;0;Lundi;0;10;2011;01;03;11:0
982451;Téléphonie;03/01/2011;0;Lundi;0;14;2011;01;03;11:3
982452;Téléphonie;03/01/2011;0;Lundi;0;3;2011;01;03;12:0
982453;Téléphonie;03/01/2011;0;Lundi;0;7;2011;01;03;12:3
982454;Téléphonie;03/01/2011;0;Lundi;0;7;2011;01;03;13:0
982455;Téléphonie;03/01/2011;0;Lundi;0;5;2011;01;03;13:3
982456;Téléphonie;03/01/2011;0;Lundi;0;7;2011;01;03;14:0
982457;Téléphonie;03/01/2011;0;Lundi;0;10;2011;01;03;14:3
982458;Téléphonie;03/01/2011;0;Lundi;0;9;2011;01;03;15:0
982459;Téléphonie;03/01/2011;0;Lundi;0;10;2011;01;03;15:3
982460;Téléphonie;03/01/2011;0;Lundi;0;8;2011;01;03;16:0
982461;Téléphonie;03/01/2011;0;Lundi;0;5;2011;01;03;16:3
982462;Téléphonie;03/01/2011;0;Lundi;0;4;2011;01;03;17:0
982463;Téléphonie;03/01/2011;0;Lundi;0;3;2011;01;03;17:3
982464;Téléphonie;03/01/2011;0;Lundi;0;5;2011;01;03;18:0
982465;Téléphonie;03/01/2011;0;Lundi;0;1;2011;01;03;18:3
982466;Téléphonie;03/01/2011;0;Lundi;0;1;2011;01;03;19:0
982467;Téléphonie;03/01/2011;0;Lundi;0;0;2011;01;03;19:3
982468;Téléphonie;03/01/2011;0;Lundi;0;2;2011;01;03;20:0
982469;Téléphonie;03/01/2011;0;Lundi;0;2;2011;01;03;20:3
982470;Téléphonie;03/01/2011;0;Lundi;0;4;2011;01;03;21:0
982471;Téléphonie;03/01/2011;0;Lundi;0;2;2011;01;03;21:3
982472;Téléphonie;03/01/2011;0;Lundi;0;1;2011;01;03;22:0
982473;Téléphonie;03/01/2011;0;Lundi;0;3;2011;01;03;22:3
982474;Téléphonie;03/01/2011;0;Lundi;0;1;2011;01;03;23:0
982475;Téléphonie;03/01/2011;0;Lundi;0;4;2011;01;03;23:3
982476;Téléphonie;04/01/2011;0;Mardi;0;1;2011;01;04;00:0
982477;Téléphonie;04/01/2011;0;Mardi;0;1;2011;01;04;00:3
982478;Téléphonie;04/01/2011;0;Mardi;0;1;2011;01;04;01:0
982479;Téléphonie;04/01/2011;0;Mardi;0;0;2011;01;04;01:3
982480;Téléphonie;04/01/2011;0;Mardi;0;0;2011;01;04;02:0
982481;Téléphonie;04/01/2011;0;Mardi;0;1;2011;01;04;02:3
982482;Téléphonie;04/01/2011;0;Mardi;0;1;2011;01;04;03:0
982483;Téléphonie;04/01/2011;0;Mardi;0;0;2011;01;04;03:3
982484;Téléphonie;04/01/2011;0;Mardi;0;4;2011;01;04;04:0
982485;Téléphonie;04/01/2011;0;Mardi;0;0;2011;01;04;04:3
982486;Téléphonie;04/01/2011;0;Mardi;0;2;2011;01;04;05:0
982487;Téléphonie;04/01/2011;0;Mardi;0;0;2011;01;04;05:3
982488;Téléphonie;04/01/2011;0;Mardi;0;2;2011;01;04;06:0
982489;Téléphonie;04/01/2011;0;Mardi;0;3;2011;01;04;06:3
982490;Téléphonie;04/01/2011;0;Mardi;0;2;2011;01;04;07:0
982491;Téléphonie;04/01/2011;0;Mardi;0;1;2011;01;04;07:3
982492;Téléphonie;04/01/2011;0;Mardi;0;5;2011;01;04;08:0
982493;Téléphonie;04/01/2011;0;Mardi;0;4;2011;01;04;08:3
982494;Téléphonie;04/01/2011;0;Mardi;0;13;2011;01;04;09:0
982495;Téléphonie;04/01/2011;0;Mardi;0;12;2011;01;04;09:3
982496;Téléphonie;04/01/2011;0;Mardi;0;9;2011;01;04;10:0
982497;Téléphonie;04/01/2011;0;Mardi;0;8;2011;01;04;10:3
982498;Téléphonie;04/01/2011;0;Mardi;0;11;2011;01;04;11:0
982499;Téléphonie;04/01/2011;0;Mardi;0;6;2011;01;04;11:3
982500;Téléphonie;04/01/2011;0;Mardi;0;3;2011;01;04;12:0
982501;Téléphonie;04/01/2011;0;Mardi;0;10;2011;01;04;12:3
982502;Téléphonie;04/01/2011;0;Mardi;0;8;2011;01;04;13:0
982503;Téléphonie;04/01/2011;0;Mardi;0;7;2011;01;04;13:3
982504;Téléphonie;04/01/2011;0;Mardi;0;4;2011;01;04;14:0
982505;Téléphonie;04/01/2011;0;Mardi;0;6;2011;01;04;14:3
982506;Téléphonie;04/01/2011;0;Mardi;0;5;2011;01;04;15:0
982507;Téléphonie;04/01/2011;0;Mardi;0;5;2011;01;04;15:3
982508;Téléphonie;04/01/2011;0;Mardi;0;6;2011;01;04;16:0
982509;Téléphonie;04/01/2011;0;Mardi;0;6;2011;01;04;16:3
982510;Téléphonie;04/01/2011;0;Mardi;0;5;2011;01;04;17:0
982511;Téléphonie;04/01/2011;0;Mardi;0;4;2011;01;04;17:3
982512;Téléphonie;04/01/2011;0;Mardi;0;1;2011;01;04;18:0
982513;Téléphonie;04/01/2011;0;Mardi;0;2;2011;01;04;18:3
982514;Téléphonie;04/01/2011;0;Mardi;0;0;2011;01;04;19:0
982515;Téléphonie;04/01/2011;0;Mardi;0;0;2011;01;04;19:3
982516;Téléphonie;04/01/2011;0;Mardi;0;0;2011;01;04;20:0
982517;Téléphonie;04/01/2011;0;Mardi;0;3;2011;01;04;20:3
982518;Téléphonie;04/01/2011;0;Mardi;0;1;2011;01;04;21:0
982519;Téléphonie;04/01/2011;0;Mardi;0;2;2011;01;04;21:3
982520;Téléphonie;04/01/2011;0;Mardi;0;0;2011;01;04;22:0
982521;Téléphonie;04/01/2011;0;Mardi;0;3;2011;01;04;22:3
982522;Téléphonie;04/01/2011;0;Mardi;0;2;2011;01;04;23:0
982523;Téléphonie;04/01/2011;0;Mardi;0;2;2011;01;04;23:3
982524;Téléphonie;05/01/2011;0;Mercredi;0;0;2011;01;05;00:0
982525;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;00:3
982526;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;01:0
982527;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;01:3
982528;Téléphonie;05/01/2011;0;Mercredi;0;0;2011;01;05;02:0
982529;Téléphonie;05/01/2011;0;Mercredi;0;0;2011;01;05;02:3
982530;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;03:0
982531;Téléphonie;05/01/2011;0;Mercredi;0;0;2011;01;05;03:3
982532;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;04:0
982533;Téléphonie;05/01/2011;0;Mercredi;0;0;2011;01;05;04:3
982534;Téléphonie;05/01/2011;0;Mercredi;0;0;2011;01;05;05:0
982535;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;05:3
982536;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;06:0
982537;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;06:3
982538;Téléphonie;05/01/2011;0;Mercredi;0;0;2011;01;05;07:0
982539;Téléphonie;05/01/2011;0;Mercredi;0;0;2011;01;05;07:3
982540;Téléphonie;05/01/2011;0;Mercredi;0;5;2011;01;05;08:0
982541;Téléphonie;05/01/2011;0;Mercredi;0;4;2011;01;05;08:3
982542;Téléphonie;05/01/2011;0;Mercredi;0;6;2011;01;05;09:0
982543;Téléphonie;05/01/2011;0;Mercredi;0;10;2011;01;05;09:3
982544;Téléphonie;05/01/2011;0;Mercredi;0;6;2011;01;05;10:0
982545;Téléphonie;05/01/2011;0;Mercredi;0;9;2011;01;05;10:3
982546;Téléphonie;05/01/2011;0;Mercredi;0;9;2011;01;05;11:0
982547;Téléphonie;05/01/2011;0;Mercredi;0;9;2011;01;05;11:3
982548;Téléphonie;05/01/2011;0;Mercredi;0;10;2011;01;05;12:0
982549;Téléphonie;05/01/2011;0;Mercredi;0;7;2011;01;05;12:3
982550;Téléphonie;05/01/2011;0;Mercredi;0;3;2011;01;05;13:0
982551;Téléphonie;05/01/2011;0;Mercredi;0;3;2011;01;05;13:3
982552;Téléphonie;05/01/2011;0;Mercredi;0;4;2011;01;05;14:0
982553;Téléphonie;05/01/2011;0;Mercredi;0;14;2011;01;05;14:3
982554;Téléphonie;05/01/2011;0;Mercredi;0;10;2011;01;05;15:0
982555;Téléphonie;05/01/2011;0;Mercredi;0;7;2011;01;05;15:3
982556;Téléphonie;05/01/2011;0;Mercredi;0;7;2011;01;05;16:0
982557;Téléphonie;05/01/2011;0;Mercredi;0;7;2011;01;05;16:3
982558;Téléphonie;05/01/2011;0;Mercredi;0;9;2011;01;05;17:0
982559;Téléphonie;05/01/2011;0;Mercredi;0;4;2011;01;05;17:3
982560;Téléphonie;05/01/2011;0;Mercredi;0;7;2011;01;05;18:0
982561;Téléphonie;05/01/2011;0;Mercredi;0;5;2011;01;05;18:3
982562;Téléphonie;05/01/2011;0;Mercredi;0;4;2011;01;05;19:0
982563;Téléphonie;05/01/2011;0;Mercredi;0;5;2011;01;05;19:3
982564;Téléphonie;05/01/2011;0;Mercredi;0;2;2011;01;05;20:0
982565;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;20:3
982566;Téléphonie;05/01/2011;0;Mercredi;0;4;2011;01;05;21:0
982567;Téléphonie;05/01/2011;0;Mercredi;0;2;2011;01;05;21:3
982568;Téléphonie;05/01/2011;0;Mercredi;0;8;2011;01;05;22:0
982569;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;22:3
982570;Téléphonie;05/01/2011;0;Mercredi;0;1;2011;01;05;23:0
982571;Téléphonie;05/01/2011;0;Mercredi;0;2;2011;01;05;23:3
982572;Téléphonie;06/01/2011;0;Jeudi;0;1;2011;01;06;00:0
982573;Téléphonie;06/01/2011;0;Jeudi;0;3;2011;01;06;00:3
982574;Téléphonie;06/01/2011;0;Jeudi;0;1;2011;01;06;01:0
982575;Téléphonie;06/01/2011;0;Jeudi;0;2;2011;01;06;01:3
982576;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;02:0
982577;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;02:3
982578;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;03:0
982579;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;03:3
982580;Téléphonie;06/01/2011;0;Jeudi;0;1;2011;01;06;04:0
982581;Téléphonie;06/01/2011;0;Jeudi;0;3;2011;01;06;04:3
982582;Téléphonie;06/01/2011;0;Jeudi;0;1;2011;01;06;05:0
982583;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;05:3
982584;Téléphonie;06/01/2011;0;Jeudi;0;2;2011;01;06;06:0
982585;Téléphonie;06/01/2011;0;Jeudi;0;1;2011;01;06;06:3
982586;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;07:0
982587;Téléphonie;06/01/2011;0;Jeudi;0;2;2011;01;06;07:3
982588;Téléphonie;06/01/2011;0;Jeudi;0;7;2011;01;06;08:0
982589;Téléphonie;06/01/2011;0;Jeudi;0;5;2011;01;06;08:3
982590;Téléphonie;06/01/2011;0;Jeudi;0;7;2011;01;06;09:0
982591;Téléphonie;06/01/2011;0;Jeudi;0;7;2011;01;06;09:3
982592;Téléphonie;06/01/2011;0;Jeudi;0;5;2011;01;06;10:0
982593;Téléphonie;06/01/2011;0;Jeudi;0;8;2011;01;06;10:3
982594;Téléphonie;06/01/2011;0;Jeudi;0;7;2011;01;06;11:0
982595;Téléphonie;06/01/2011;0;Jeudi;0;10;2011;01;06;11:3
982596;Téléphonie;06/01/2011;0;Jeudi;0;7;2011;01;06;12:0
982597;Téléphonie;06/01/2011;0;Jeudi;0;7;2011;01;06;12:3
982598;Téléphonie;06/01/2011;0;Jeudi;0;3;2011;01;06;13:0
982599;Téléphonie;06/01/2011;0;Jeudi;0;4;2011;01;06;13:3
982600;Téléphonie;06/01/2011;0;Jeudi;0;14;2011;01;06;14:0
982601;Téléphonie;06/01/2011;0;Jeudi;0;6;2011;01;06;14:3
982602;Téléphonie;06/01/2011;0;Jeudi;0;9;2011;01;06;15:0
982603;Téléphonie;06/01/2011;0;Jeudi;0;14;2011;01;06;15:3
982604;Téléphonie;06/01/2011;0;Jeudi;0;3;2011;01;06;16:0
982605;Téléphonie;06/01/2011;0;Jeudi;0;8;2011;01;06;16:3
982606;Téléphonie;06/01/2011;0;Jeudi;0;6;2011;01;06;17:0
982607;Téléphonie;06/01/2011;0;Jeudi;0;5;2011;01;06;17:3
982608;Téléphonie;06/01/2011;0;Jeudi;0;6;2011;01;06;18:0
982609;Téléphonie;06/01/2011;0;Jeudi;0;2;2011;01;06;18:3
982610;Téléphonie;06/01/2011;0;Jeudi;0;3;2011;01;06;19:0
982611;Téléphonie;06/01/2011;0;Jeudi;0;1;2011;01;06;19:3
982612;Téléphonie;06/01/2011;0;Jeudi;0;4;2011;01;06;20:0
982613;Téléphonie;06/01/2011;0;Jeudi;0;3;2011;01;06;20:3
982614;Téléphonie;06/01/2011;0;Jeudi;0;4;2011;01;06;21:0
982615;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;21:3
982616;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;22:0
982617;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;22:3
982618;Téléphonie;06/01/2011;0;Jeudi;0;2;2011;01;06;23:0
982619;Téléphonie;06/01/2011;0;Jeudi;0;0;2011;01;06;23:3
982620;Téléphonie;07/01/2011;0;Vendredi;0;0;2011;01;07;00:0
982621;Téléphonie;07/01/2011;0;Vendredi;0;0;2011;01;07;00:3
982622;Téléphonie;07/01/2011;0;Vendredi;0;1;2011;01;07;01:0
982623;Téléphonie;07/01/2011;0;Vendredi;0;2;2011;01;07;01:3
982624;Téléphonie;07/01/2011;0;Vendredi;0;0;2011;01;07;02:0
982625;Téléphonie;07/01/2011;0;Vendredi;0;0;2011;01;07;02:3
982626;Téléphonie;07/01/2011;0;Vendredi;0;3;2011;01;07;03:0
982627;Téléphonie;07/01/2011;0;Vendredi;0;2;2011;01;07;03:3
982628;Téléphonie;07/01/2011;0;Vendredi;0;0;2011;01;07;04:0
982629;Téléphonie;07/01/2011;0;Vendredi;0;1;2011;01;07;04:3
982630;Téléphonie;07/01/2011;0;Vendredi;0;0;2011;01;07;05:0
982631;Téléphonie;07/01/2011;0;Vendredi;0;1;2011;01;07;05:3
982632;Téléphonie;07/01/2011;0;Vendredi;0;0;2011;01;07;06:0
982633;Téléphonie;07/01/2011;0;Vendredi;0;1;2011;01;07;06:3
982634;Téléphonie;07/01/2011;0;Vendredi;0;2;2011;01;07;07:0
982635;Téléphonie;07/01/2011;0;Vendredi;0;1;2011;01;07;07:3
982636;Téléphonie;07/01/2011;0;Vendredi;0;1;2011;01;07;08:0
982637;Téléphonie;07/01/2011;0;Vendredi;0;6;2011;01;07;08:3
982638;Téléphonie;07/01/2011;0;Vendredi;0;6;2011;01;07;09:0
982639;Téléphonie;07/01/2011;0;Vendredi;0;8;2011;01;07;09:3
982640;Téléphonie;07/01/2011;0;Vendredi;0;10;2011;01;07;10:0
982641;Téléphonie;07/01/2011;0;Vendredi;0;9;2011;01;07;10:3
982642;Téléphonie;07/01/2011;0;Vendredi;0;15;2011;01;07;11:0
982643;Téléphonie;07/01/2011;0;Vendredi;0;14;2011;01;07;11:3
982644;Téléphonie;07/01/2011;0;Vendredi;0;13;2011;01;07;12:0
982645;Téléphonie;07/01/2011;0;Vendredi;0;7;2011;01;07;12:3
982646;Téléphonie;07/01/2011;0;Vendredi;0;8;2011;01;07;13:0
982647;Téléphonie;07/01/2011;0;Vendredi;0;7;2011;01;07;13:3
982648;Téléphonie;07/01/2011;0;Vendredi;0;5;2011;01;07;14:0
982649;Téléphonie;07/01/2011;0;Vendredi;0;9;2011;01;07;14:3
982650;Téléphonie;07/01/2011;0;Vendredi;0;12;2011;01;07;15:0
982651;Téléphonie;07/01/2011;0;Vendredi;0;8;2011;01;07;15:3
982652;Téléphonie;07/01/2011;0;Vendredi;0;8;2011;01;07;16:0
982653;Téléphonie;07/01/2011;0;Vendredi;0;13;2011;01;07;16:3
982654;Téléphonie;07/01/2011;0;Vendredi;0;4;2011;01;07;17:0
982655;Téléphonie;07/01/2011;0;Vendredi;0;6;2011;01;07;17:3
982656;Téléphonie;07/01/2011;0;Vendredi;0;3;2011;01;07;18:0
982657;Téléphonie;07/01/2011;0;Vendredi;0;2;2011;01;07;18:3
982658;Téléphonie;07/01/2011;0;Vendredi;0;0;2011;01;07;19:0
982659;Téléphonie;07/01/2011;0;Vendredi;0;2;2011;01;07;19:3
982660;Téléphonie;07/01/2011;0;Vendredi;0;1;2011;01;07;20:0
982661;Téléphonie;07/01/2011;0;Vendredi;0;3;2011;01;07;20:3
982662;Téléphonie;07/01/2011;0;Vendredi;0;2;2011;01;07;21:0
982663;Téléphonie;07/01/2011;0;Vendredi;0;3;2011;01;07;21:3
982664;Téléphonie;07/01/2011;0;Vendredi;0;1;2011;01;07;22:0
982665;Téléphonie;07/01/2011;0;Vendredi;0;2;2011;01;07;22:3
982666;Téléphonie;07/01/2011;0;Vendredi;0;0;2011;01;07;23:0
982667;Téléphonie;07/01/2011;0;Vendredi;0;1;2011;01;07;23:3
982668;Téléphonie;08/01/2011;1;Samedi;0;2;2011;01;08;00:0
982669;Téléphonie;08/01/2011;1;Samedi;0;0;2011;01;08;00:3
982670;Téléphonie;08/01/2011;1;Samedi;0;2;2011;01;08;01:0
982671;Téléphonie;08/01/2011;1;Samedi;0;0;2011;01;08;01:3
982672;Téléphonie;08/01/2011;1;Samedi;0;0;2011;01;08;02:0
982673;Téléphonie;08/01/2011;1;Samedi;0;0;2011;01;08;02:3
982674;Téléphonie;08/01/2011;1;Samedi;0;1;2011;01;08;03:0
982675;Téléphonie;08/01/2011;1;Samedi;0;0;2011;01;08;03:3
982676;Téléphonie;08/01/2011;1;Samedi;0;0;2011;01;08;04:0
982677;Téléphonie;08/01/2011;1;Samedi;0;0;2011;01;08;04:3
982678;Téléphonie;08/01/2011;1;Samedi;0;0;2011;01;08;05:0
982679;Téléphonie;08/01/2011;1;Samedi;0;0;2011;01;08;05:3
982680;Téléphonie;08/01/2011;1;Samedi;0;3;2011;01;08;06:0
